COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Y6Hf2Zn2Fe6O24,Y,Zn,,Fe,Hf,,O,5,137.488659125,-2.07522103446
Y6Hf2Zn2Ni6O24,Y,Zn,,Ni,Hf,,O,5,187.427676662,-1.68465472846
Y6Ho2Co8O24,Y,Ho,,Co,,,O,4,56.3192893526,-1.86296343671
Y6Ho2Cr8O24,Y,Ho,,Cr,,,O,4,21.28138975,-2.39931124771
Y6Ho2Fe8O24,Y,Ho,,Fe,,,O,4,27.119653875,-2.13386521971
Y6Ho2Ga8O24,Y,Ho,,Ga,,,O,4,76.5032664308,-2.32087165471
Y6Ho2Mn8O24,Y,Ho,,Mn,,,O,4,46.950750442,-2.22514251998
Y6Ho2Ni8O24,Y,Ho,,Ni,,,O,4,87.2670421631,-1.63179531171
Y6Ho2Sc8O24,Y,Ho,,Sc,,,O,4,37.4352793438,-3.17062189171
Y6Ho2Ti8O24,Y,Ho,,Ti,,,O,4,53.686253625,-2.84243059904
Y6Ho2V8O24,Y,Ho,,V,,,O,4,0,-2.52859847171
Y6Mn6Nb2Zn2O24,Y,Zn,,Mn,Nb,,O,5,88.4608474773,-2.09933452091
Y6Mn8Zn2O24,Y,Zn,,Mn,,,O,4,77.0450205253,-1.90045435698
Y6Nb2Zn2Co6O24,Y,Zn,,Co,Nb,,O,5,119.65758775,-1.83559720846
Y6Nb2Zn2Fe6O24,Y,Zn,,Fe,Nb,,O,5,209.8826285,-1.89874242071
Y6Nb2Zn2Ni6O24,Y,Zn,,Ni,Nb,,O,5,165.793652358,-1.63929586471
Y6Ta2Mn6Zn2O24,Y,Zn,,Mn,Ta,,O,5,80.9403347273,-2.15757736741
Y6Ta2Zn2Co6O24,Y,Zn,,Co,Ta,,O,5,114.36792625,-1.89533430496
Y6Ta2Zn2Fe6O24,Y,Zn,,Fe,Ta,,O,5,127.740217,-2.03533226721
Y6Ta2Zn2Ni6O24,Y,Zn,,Ni,Ta,,O,5,156.941240858,-1.70259571121
Y6Ti2Mn6Zn2O24,Y,Zn,,Mn,Ti,,O,5,74.5855168107,-2.14507443925
Y6Ti2Zn2Co6O24,Y,Zn,,Co,Ti,,O,5,103.964993921,-1.87352737679
Y6Ti2Zn2Fe6O24,Y,Zn,,Fe,Ti,,O,5,70.6664565,-2.08994033904
Y6Ti2Zn2Ni6O24,Y,Zn,,Ni,Ti,,O,5,174.631224037,-1.64534828304
Y6Zn2Co8O24,Y,Zn,,Co,,,O,4,119.298373532,-1.51359977371
Y6Zn2Fe8O24,Y,Zn,,Fe,,,O,4,93.3858524289,-1.78298505671
Y6Zn2Ni8O24,Y,Zn,,Ni,,,O,4,228.914530895,-1.19628289871
Y6Zr2Mn6Zn2O24,Y,Zn,,Mn,Zr,,O,5,83.809256644,-2.17143138291
Y6Zr2Zn2Co6O24,Y,Zn,,Co,Zr,,O,5,116.890894504,-1.88815832046
Y6Zr2Zn2Fe6O24,Y,Zn,,Fe,Zr,,O,5,72.3673570833,-2.11579628271
Y6Zr2Zn2Ni6O24,Y,Zn,,Ni,Zr,,O,5,187.51962462,-1.66001672671
Y7Mn8Zn1O24,Y,Zn,,Mn,,,O,4,59.679202692,-2.06060941948
Y7Zn1Co8O24,Y,Zn,,Co,,,O,4,84.4124962184,-1.68759608621
Y7Zn1Fe8O24,Y,Zn,,Fe,,,O,4,54.9497902145,-1.95977736921
Y7Zn1Ni8O24,Y,Zn,,Ni,,,O,4,185.728826305,-1.38231921121
Y8Co1Ni7O24,Y,,,Ni,Co,,O,4,70.9430276144,-1.66498316433
Y8Co2Ni6O24,Y,,,Ni,Co,,O,4,53.3006835131,-1.70765305496
Y8Co4Ni4O24,Y,,,Ni,Co,,O,4,17.7019953105,-1.79330683621
Y8Co6Ni2O24,Y,,,Co,Ni,,O,4,61.5578071079,-1.79950611746
Y8Co7Ni1O24,Y,,,Co,Ni,,O,4,51.9157130065,-1.83417575808
Y8Co8O24,Y,,,Co,,,O,3,48.7758689052,-1.86234314871
Y8Cr1Co7O24,Y,,,Co,Cr,,O,4,73.2347672296,-1.90052853133
Y8Cr1Fe7O24,Y,,,Fe,Cr,,O,4,17.2121126875,-2.16827002896
Y8Cr1Ga7O24,Y,,,Ga,Cr,,O,4,62.3324679375,-2.32976372208
Y8Cr1Ni7O24,Y,,,Ni,Cr,,O,4,67.6609259387,-1.73090954696
Y8Cr2Co6O24,Y,,,Co,Cr,,O,4,62.4481655539,-1.97395941396
Y8Cr2Fe6O24,Y,,,Fe,Cr,,O,4,14.178747375,-2.20370212621
Y8Cr2Ga6O24,Y,,,Ga,Cr,,O,4,55.140801875,-2.33983782746
Y8Cr2Ni6O24,Y,,,Ni,Cr,,O,4,71.7619801618,-1.81448032021
Y8Cr4Co4O24,Y,,,Co,Cr,,O,4,34.2214622026,-2.12747467921
Y8Cr4Fe4O24,Y,,,Cr,Fe,,O,4,7.99376675,-2.27468457071
Y8Cr4Ga4O24,Y,,,Ga,Cr,,O,4,40.70021975,-2.36004328821
Y8Cr4Ni4O24,Y,,,Ni,Cr,,O,4,37.6093386079,-2.02397661671
Y8Cr6Co2O24,Y,,,Cr,Co,,O,4,28.6637588513,-2.25832094446
Y8Cr6Fe2O24,Y,,,Cr,Fe,,O,4,11.017786125,-2.33645801521
Y8Cr6Ni2O24,Y,,,Cr,Ni,,O,4,37.3769470539,-2.19955266321
Y8Cr7Co1O24,Y,,,Cr,Co,,O,4,21.5324071757,-2.32809657708
Y8Cr7Fe1O24,Y,,,Cr,Fe,,O,4,12.4011708125,-2.36747336246
Y8Cr7Ni1O24,Y,,,Cr,Ni,,O,4,28.407001277,-2.29619443646
Y8Cr8O24,Y,,,Cr,,,O,3,14.2008055,-2.39807245971
Y8Fe1Co7O24,Y,,,Co,Fe,,O,4,160.334632542,-1.78102993408
Y8Fe1Ni7O24,Y,,,Ni,Fe,,O,4,110.664773689,-1.65890819971
Y8Fe2Co6O24,Y,,,Co,Fe,,O,4,121.974896179,-1.84963521946
Y8Fe2Ni6O24,Y,,,Ni,Fe,,O,4,105.624925662,-1.72262237571
Y8Fe4Co4O24,Y,,,Co,Fe,,O,4,28.3696734526,-2.00373154021
Y8Fe4Ni4O24,Y,,,Fe,Ni,,O,4,36.2234796079,-1.90937247771
Y8Fe6Co2O24,Y,,,Fe,Co,,O,4,29.9034507263,-2.06268886096
Y8Fe6Ni2O24,Y,,,Fe,Ni,,O,4,58.1498186789,-1.99799232971
Y8Fe7Co1O24,Y,,,Fe,Co,,O,4,27.7992143632,-2.09503864633
Y8Fe7Ni1O24,Y,,,Fe,Ni,,O,4,37.4680233395,-2.06714475571
Y8Fe8O24,Y,,,Fe,,,O,3,20.138728,-2.13294468171
Y8Ga4Co4O24,Y,,,Ga,Co,,O,4,67.4148764526,-2.08275150771
Y8Ga4Fe4O24,Y,,,Ga,Fe,,O,4,36.096681,-2.23505189921
Y8Ga4Ni4O24,Y,,,Ga,Ni,,O,4,121.693502858,-1.92836269521
Y8Ga6Co2O24,Y,,,Ga,Co,,O,4,69.8177552263,-2.19987231221
Y8Ga6Fe2O24,Y,,,Ga,Fe,,O,4,52.2740325,-2.27790713296
Y8Ga6Ni2O24,Y,,,Ga,Ni,,O,4,97.2311934289,-2.12240378096
Y8Ga7Co1O24,Y,,,Ga,Co,,O,4,68.9710696132,-2.26048083946
Y8Ga7Fe1O24,Y,,,Ga,Fe,,O,4,60.54108325,-2.29915637483
Y8Ga7Ni1O24,Y,,,Ga,Ni,,O,4,82.2454137145,-2.22217894883
Y8Ga8O24,Y,,,Ga,,,O,3,69.473884,-2.31973986671
Y8Mg1Co7O24,Y,,,Co,Mg,,O,4,0,-2.31486803696
Y8Mg1Cr7O24,Y,,,Cr,Mg,,O,4,0,-2.80411996533
Y8Mg1Fe7O24,Y,,,Fe,Mg,,O,4,0,-2.56891578458
Y8Mg1Ga7O24,Y,,,Ga,Mg,,O,4,91.6707429645,-2.31957197771
Y8Mg1Mn7O24,Y,,,Mn,Mg,,O,4,0,-2.62133585982
Y8Mg1Ni7O24,Y,,,Ni,Mg,,O,4,0,-2.31205155258
Y8Mg1Sc7O24,Y,,,Sc,Mg,,O,4,59.0626222926,-3.06075777883
Y8Mg1Ti7O24,Y,,,Ti,Mg,,O,4,27.90730325,-2.87078564775
Y8Mg1V7O24,Y,,,V,Mg,,O,4,0,-2.91530784883
Y8Mg2Co6O24,Y,,,Co,Mg,,O,4,0,-2.34725042521
Y8Mg2Cr6O24,Y,,,Cr,Mg,,O,4,0,-2.78480522096
Y8Mg2Fe6O24,Y,,,Fe,Mg,,O,4,0,-2.57514913746
Y8Mg2Ga6O24,Y,,,Ga,Mg,,O,4,116.752351929,-2.31651933871
Y8Mg2Mn6O24,Y,,,Mn,Mg,,O,4,0,-2.63586598766
Y8Mg2Ni6O24,Y,,,Ni,Mg,,O,4,0,-2.34843383146
Y8Mg2Sc6O24,Y,,,Sc,Mg,,O,4,94.0057842102,-2.94661820396
Y8Mg2Ti6O24,Y,,,Ti,Mg,,O,4,19.9708105,-2.88840323446
Y8Mg2V6O24,Y,,,V,Mg,,O,4,0,-2.90437976396
Y8Mg4Co4O24,Y,,,Co,Mg,,O,4,0,-2.41042570171
Y8Mg4Cr4O24,Y,,,Cr,Mg,,O,4,0,-2.73708373221
Y8Mg4Fe4O24,Y,,,Fe,Mg,,O,4,0,-2.59153509321
Y8Mg4Ga4O24,Y,,,Ga,Mg,,O,4,166.797819858,-2.31053181071
Y8Mg4Mn4O24,Y,,,Mn,Mg,,O,4,0,-2.67858274334
Y8Mg4Ni4O24,Y,,,Ni,Mg,,O,4,0,-2.42175263921
Y8Mg4Sc4O24,Y,,,Sc,Mg,,O,4,160.395108045,-2.72183605421
Y8Mg4Ti4O24,Y,,,Ti,Mg,,O,4,5.974325,-2.92176190787
Y8Mg4V4O24,Y,,,V,Mg,,O,4,0,-2.87353709421
Y8Mn1Co7O24,Y,,,Co,Mn,,O,4,74.3588962714,-1.88078565912
Y8Mn1Cr7O24,Y,,,Cr,Mn,,O,4,23.5812529198,-2.37004258749
Y8Mn1Fe7O24,Y,,,Fe,Mn,,O,4,26.7038101073,-2.14012890674
Y8Mn1Ga7O24,Y,,,Ga,Mn,,O,4,70.4541653573,-2.30299259987
Y8Mn1Ni7O24,Y,,,Ni,Mn,,O,4,90.1656399358,-1.69239717474
Y8Mn1V7O24,Y,,,V,Mn,,O,4,36.5545469302,-2.43482422099
Y8Mn2Co6O24,Y,,,Co,Mn,,O,4,39.7951736375,-1.95937491952
Y8Mn2Cr6O24,Y,,,Cr,Mn,,O,4,32.3684503397,-2.34260596527
Y8Mn2Fe6O24,Y,,,Fe,Mn,,O,4,33.7558922147,-2.14682613177
Y8Mn2Ga6O24,Y,,,Ga,Mn,,O,4,70.5986967147,-2.28708108302
Y8Mn2Ni6O24,Y,,,Ni,Mn,,O,4,31.5229081559,-1.82270407577
Y8Mn2V6O24,Y,,,V,Mn,,O,4,33.5261903605,-2.41437950827
Y8Mn4Co4O24,Y,,,Co,Mn,,O,4,0,-2.09844744034
Y8Mn4Cr4O24,Y,,,Mn,Cr,,O,4,46.0103451793,-2.29166522084
Y8Mn4Fe4O24,Y,,,Mn,Fe,,O,4,40.2393064293,-2.16784133184
Y8Mn4Ga4O24,Y,,,Ga,Mn,,O,4,65.5202594293,-2.26062554934
Y8Mn4Ni4O24,Y,,,Mn,Ni,,O,4,0,-2.02459637784
Y8Mn4V4O24,Y,,,V,Mn,,O,4,19.410199346,-2.37483733284
Y8Mn6Co2O24,Y,,,Mn,Co,,O,4,33.9806021996,-2.14114846116
Y8Mn6Cr2O24,Y,,,Mn,Cr,,O,4,43.945490019,-2.25643122641
Y8Mn6Fe2O24,Y,,,Mn,Fe,,O,4,39.127470644,-2.19645178191
Y8Mn6Ni2O24,Y,,,Mn,Ni,,O,4,103.731414727,-2.02658517991
Y8Mn7Co1O24,Y,,,Mn,Co,,O,4,38.1742435291,-2.18092922157
Y8Mn7Cr1O24,Y,,,Mn,Cr,,O,4,40.8206874388,-2.2409066042
Y8Mn7Fe1O24,Y,,,Mn,Fe,,O,4,38.3815527513,-2.21094700695
Y8Mn7Ni1O24,Y,,,Mn,Ni,,O,4,56.665649793,-2.14003158095
Y8Mn8O24,Y,,,Mn,,,O,3,38.8036348587,-2.22427423198
Y8Ni8O24,Y,,,Ni,,,O,3,87.8388717157,-1.62305977371
Y8Sc4Co4O24,Y,,,Sc,Co,,O,4,57.8409146401,-2.49722700121
Y8Sc4Cr4O24,Y,,,Sc,Cr,,O,4,24.5125079375,-2.78113253171
Y8Sc4Fe4O24,Y,,,Sc,Fe,,O,4,20.7374691875,-2.65531264271
Y8Sc4Mn4O24,Y,,,Sc,Mn,,O,4,46.7667976168,-2.68428054284
Y8Sc4Ni4O24,Y,,,Sc,Ni,,O,4,120.061041045,-2.33489668871
Y8Sc6Co2O24,Y,,,Sc,Co,,O,4,45.9371875076,-2.83110517746
Y8Sc6Cr2O24,Y,,,Sc,Cr,,O,4,29.2307341562,-2.97310019271
Y8Sc6Fe2O24,Y,,,Sc,Fe,,O,4,25.9562147812,-2.91157724821
Y8Sc6Mn2O24,Y,,,Sc,Mn,,O,4,42.6966289959,-2.92233544827
Y8Sc6Ni2O24,Y,,,Sc,Ni,,O,4,80.1561257102,-2.74683114621
Y8Sc7Co1O24,Y,,,Sc,Co,,O,4,37.4221989413,-3.00060739058
Y8Sc7Cr1O24,Y,,,Sc,Cr,,O,4,29.3690972656,-3.07130477321
Y8Sc7Fe1O24,Y,,,Sc,Fe,,O,4,27.1567125781,-3.04111842596
Y8Sc7Mn1O24,Y,,,Sc,Mn,,O,4,36.6110446855,-3.04541340099
Y8Sc7Ni1O24,Y,,,Sc,Ni,,O,4,54.0260430426,-2.95897599996
Y8Sc8O24,Y,,,Sc,,,O,3,28.416710375,-3.17060010371
Y8Ti4Co4O24,Y,,,Ti,Co,,O,4,7.0009685,-2.57262135487
Y8Ti4Cr4O24,Y,,,Ti,Cr,,O,4,54.3341091667,-2.65074838537
Y8Ti4Fe4O24,Y,,,Ti,Fe,,O,4,13.4709235,-2.63390074637
Y8Ti4Mn4O24,Y,,,Ti,Mn,,O,4,25.115635096,-2.68857964651
Y8Ti4Ni4O24,Y,,,Ti,Ni,,O,4,21.912008,-2.47855079237
Y8Ti6Co2O24,Y,,,Ti,Co,,O,4,125.245006875,-2.71614445796
Y8Ti6Cr2O24,Y,,,Ti,Cr,,O,4,92.808241625,-2.74858122321
Y8Ti6Fe2O24,Y,,,Ti,Fe,,O,4,99.023686125,-2.74236577871
Y8Ti6Mn2O24,Y,,,Ti,Mn,,O,4,78.303986056,-2.76308547877
Y8Ti6Ni2O24,Y,,,Ti,Ni,,O,4,173.113038125,-2.66827642671
Y8Ti7Co1O24,Y,,,Ti,Co,,O,4,89.71351025,-2.7856107595
Y8Ti7Cr1O24,Y,,,Ti,Cr,,O,4,78.06700275,-2.79420289212
Y8Ti7Fe1O24,Y,,,Ti,Fe,,O,4,77.68295,-2.79614204487
Y8Ti7Mn1O24,Y,,,Ti,Mn,,O,4,65.7797960302,-2.80768926991
Y8Ti7Ni1O24,Y,,,Ti,Ni,,O,4,121.777150396,-2.76105311887
Y8Ti8O24,Y,,,Ti,,,O,3,38.754046,-2.85025781104
Y8V4Co4O24,Y,,,V,Co,,O,4,289.029515,-1.97738679121
Y8V4Cr4O24,Y,,,V,Cr,,O,4,0,-2.47929857171
Y8V4Fe4O24,Y,,,V,Fe,,O,4,0,-2.35386543271
Y8V4Ni4O24,Y,,,V,Ni,,O,4,23.809066,-2.20302747871
Y8V6Co2O24,Y,,,V,Co,,O,4,8.6688716875,-2.37620473746
Y8V6Cr2O24,Y,,,V,Cr,,O,4,0,-2.49914450271
Y8V6Fe2O24,Y,,,V,Fe,,O,4,28.8957797708,-2.38150605821
Y8V6Ni2O24,Y,,,V,Ni,,O,4,47.2079029375,-2.33766570621
Y8V7Co1O24,Y,,,V,Co,,O,4,1.58851259375,-2.43827421058
Y8V7Cr1O24,Y,,,V,Cr,,O,4,0,-2.50988759321
Y8V7Fe1O24,Y,,,V,Fe,,O,4,0,-2.47915124596
Y8V7Ni1O24,Y,,,V,Ni,,O,4,0,-2.44153831996
Y8V8O24,Y,,,V,,,O,3,0,-2.52068143371
